Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
1,4,3,0,Teeth,Stripes,3,3,1475,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,2,No teeth,None,2,2,2565,ruleset2a,upper_bound_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,3,4,None,None,1,1,35172,example_1,example_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,2,2,No teeth,None,2,2,13169,example_2,example_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,6,Teeth,Stripes,3,4,10324,example_3,example_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
0,0,2,0,Teeth,Stripes,4,4,3632,example_4,example_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,2,0,Teeth,Stripes,4,4,3977,ruleset1,training_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,3,6,None,None,1,1,10020,ruleset1,training_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,2,6,Teeth,None,1,1,6004,ruleset1,training_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,2,6,No teeth,None,1,1,3180,ruleset1,training_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,2,3,0,Teeth,Stripes,3,3,9482,ruleset1,training_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,3,0,Teeth,None,2,2,6392,ruleset1,training_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,4,3,0,None,Stripes,3,3,4961,ruleset1,training_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,3,6,Teeth,None,1,1,8639,ruleset1,training_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,0,No teeth,Stripes,3,3,9921,ruleset1,training_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,0,2,2,No teeth,Stripes,4,4,2623,ruleset1,training_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,2,2,0,None,Stripes,4,4,1832,ruleset1,training_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,3,0,No teeth,None,2,2,3053,ruleset1,training_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,6,Teeth,Stripes,3,3,4188,ruleset1,training_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,1,2,No teeth,None,2,2,3947,ruleset1,training_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,2,4,No teeth,Stripes,4,4,2724,ruleset1,training_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,4,2,6,Teeth,Stripes,4,4,4349,ruleset1,training_4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,2,0,None,None,2,2,2584,ruleset1,training_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,4,Teeth,Stripes,3,3,3414,ruleset1,training_3,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,1,6,No teeth,None,2,2,4509,ruleset1,training_2,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,3,6,No teeth,None,1,1,3475,ruleset1,training_1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,4,3,0,Teeth,Points,4,4,5966,ruleset2c,interference_new_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,0,3,0,Teeth,Stripes,3,1,3912,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
0,0,2,6,Teeth,Points,1,1,7260,ruleset2c,test_learning_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,2,3,6,No teeth,Points,1,4,3977,ruleset2c,interference_new_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
2,2,3,4,Teeth,None,1,1,21814,ruleset2c,test_memory_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,0,3,6,No teeth,Stripes,3,3,11130,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,1,6,No teeth,Points,1,1,9851,ruleset2c,upper_bound_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,1,0,No teeth,None,1,1,5321,ruleset2c,interference_old_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,1,4,No teeth,None,2,2,2964,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,6,No teeth,Points,1,1,7836,ruleset2c,interference_new_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,0,2,0,No teeth,Stripes,4,4,5756,ruleset2c,upper_bound_old_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,3,6,No teeth,Stripes,3,3,2237,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,2,0,No teeth,None,2,2,4571,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,4,1,0,No teeth,Points,4,4,6647,ruleset2c,test_learning_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,4,1,0,No teeth,None,2,2,7076,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,2,0,No teeth,None,1,4,4177,ruleset2c,interference_old_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
2,2,1,2,No teeth,None,1,1,5977,ruleset2c,test_memory_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,2,4,No teeth,Stripes,4,4,2666,ruleset2c,test_memory_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,4,2,6,No teeth,Stripes,4,3,4443,ruleset2c,interference_old_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
2,4,3,0,None,None,2,2,11397,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,0,3,6,Teeth,Points,1,1,9965,ruleset2c,test_learning_p1,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,3,0,No teeth,Points,4,4,2030,ruleset2c,interference_new_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,4,2,6,Teeth,Stripes,4,4,9033,ruleset2c,interference_old_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,2,0,Teeth,Points,4,4,4571,ruleset2c,upper_bound_new_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
0,0,3,4,None,Stripes,3,2,4429,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,False
1,2,1,0,Teeth,Points,4,4,7840,ruleset2c,test_learning_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,4,2,2,No teeth,Stripes,4,4,3199,ruleset2c,test_memory_p4,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
1,2,3,0,Teeth,Stripes,3,3,2013,ruleset2c,decoy,WIEBOPDKOH,2,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",31,female,high,False,,35661,75124,21303,16368,4063,44636,14529,2,3,5,True,no,no,antanae with 2 arms or dotty and 6 legs,antanae with 4 arms ,stripes with 3 eyes ,stripes with 2 eyes or dotty and no legs,True
2,2,3,4,None,None,1,2,5879,example_1,example_1,XHKKWGRNQY,1,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",29,female,doctorate,False,,57254,27383,20530,10847,3397,30913,35156,4,4,5,True,,,"No stripes/dots, antenna, two arms","No stripes/dots, antenna, four arms","Stripes, three eyes
Dots, 6 legs
","Stripes, two eyes
Dots, less than 6 legs",False
